city,time,latitude,longitude,summary,precipIntensity,precipIntensityMax,precipProbability,precipType,temperatureMin,temperatureMax,dewPoint,humidity,pressure,windSpeed,cloudCover,visibility
Mangalore,2018-09-21 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.95,31.74,22.22,0.73,,2.68,0.24,7.656
Mangalore,2018-07-19 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.02,26.74,23.08,0.91,,2.8,0.75,4.029
Mangalore,2019-10-14 00:00:00,12.9141,74.856,"Possible light rain until morning, starting again in the evening.",0.8197,3.938,0.86,rain,24.18,33.09,23.55,0.83,1010.3,2.59,0.64,4.758
Mangalore,2019-04-25 00:00:00,12.9141,74.856,Humid throughout the day.,0.0031,0.0116,0.09,rain,26.67,34.48,24.1,0.7,1008.7,2.77,0.27,6.923
Mangalore,2019-10-12 00:00:00,12.9141,74.856,"Heavy rain until morning, starting again in the evening.",2.7845,10.9771,0.95,rain,23.88,32.01,23.54,0.78,1011.1,2.34,0.62,6.217
Mangalore,2019-09-09 00:00:00,12.9141,74.856,Possible light rain and humid throughout the day.,0.6387,1.4626,0.84,rain,24.96,30.06,24.18,0.84,1009.3,2.43,0.71,5.429
Mangalore,2019-05-26 00:00:00,12.9141,74.856,Humid throughout the day.,0.0097,0.0478,0.15,rain,27.09,35.67,23.81,0.67,1007.9,3.15,0.23,7.261
Mangalore,2018-08-21 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.02,28.89,23.51,0.87,,2.2,0.67,5.353
Mangalore,2018-08-12 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.02,27.91,22.76,0.89,,2.54,0.75,4.163
Mangalore,2019-09-11 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,0.4754,1.0789,0.92,rain,24.04,29.93,23.75,0.83,1012,1.98,0.76,6.142
Mangalore,2018-09-01 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.95,29.79,23.61,0.83,,2.34,0.44,5.581
Mangalore,2018-07-28 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,,,,,26.04,29.73,24.13,0.81,,3.69,0.64,6.525
Mangalore,2019-04-22 00:00:00,12.9141,74.856,Humid throughout the day.,0.0089,0.0422,0.05,rain,25.84,34.6,23.5,0.7,1008.9,2.52,0.25,6.01
Mangalore,2018-10-02 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,,,,,24.02,34.64,23.76,0.82,,2.15,0.55,6.194
Mangalore,2019-08-29 00:00:00,12.9141,74.856,Possible light rain and humid throughout the day.,0.8029,1.4296,0.93,rain,23.18,28.95,23.31,0.87,1008.5,0.88,0.71,4.089
Mangalore,2019-09-05 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.3433,2.8065,0.94,rain,23.03,29.05,23.93,0.86,1008.9,3.67,0.75,5.521
Mangalore,2019-09-10 00:00:00,12.9141,74.856,Possible light rain and humid throughout the day.,0.3706,0.7699,0.83,rain,23.86,29.94,24.09,0.85,1010.4,2.08,0.73,6.287
Mangalore,2019-07-28 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.3368,2.5471,0.96,rain,24.01,30.07,23.38,0.83,1009.7,3.47,0.75,6.277
Mangalore,2019-08-09 00:00:00,12.9141,74.856,Rain and humid throughout the day.,3.3575,4.9147,1,rain,23.08,26.81,22.61,0.87,1009.2,2.64,0.75,3.417
Mangalore,2019-05-28 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.2008,1.6342,0.39,rain,27.92,34.67,24.2,0.7,1007.5,3.25,0.42,6.434
Mangalore,2019-04-08 00:00:00,12.9141,74.856,Humid throughout the day.,0.0447,0.5051,0.23,rain,23.7,34.5,22.41,0.68,1010.4,2.72,0.22,7.161
Mangalore,2019-02-13 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,0.0016,0.0042,0.05,rain,23.88,34.49,19.98,0.62,1013.2,2.54,0.69,9.223
Mangalore,2018-12-07 00:00:00,12.9141,74.856,Humid throughout the day.,0.0103,0.0789,0.07,rain,25.14,34.49,22.95,0.72,1011.4,1.69,0.32,5.305
Mangalore,2019-07-06 00:00:00,12.9141,74.856,Possible light rain and humid throughout the day.,1.1567,1.8783,0.91,rain,25.29,31.86,24.36,0.76,1008.8,5.8,0.61,6.96
Mangalore,2018-10-20 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.02,31.89,23.08,0.8,,1.67,0.25,4.92
Mangalore,2018-10-28 00:00:00,12.9141,74.856,Clear throughout the day.,,,,,21.11,33.74,18.95,0.61,,1.89,,6.221
Mangalore,2019-09-06 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,1.2669,1.969,0.92,rain,23.01,29.14,23.04,0.88,1009.3,2.35,0.75,4.997
Mangalore,2019-05-24 00:00:00,12.9141,74.856,Humid throughout the day.,0.0071,0.0281,0.17,rain,23.88,34.74,23.19,0.72,1009,2.83,0.43,6.067
Mangalore,2019-04-18 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0007,0.0055,0.05,rain,25.9,35.23,23.03,0.67,1009.4,2.9,0.27,8.277
Mangalore,2019-05-30 00:00:00,12.9141,74.856,Possible light rain in the afternoon and evening.,0.3495,1.7945,0.7,rain,27.96,33.87,23.91,0.68,1007.5,1.93,0.46,6.856
Mangalore,2019-04-09 00:00:00,12.9141,74.856,Humid throughout the day.,0.0244,0.1506,0.15,rain,25.9,35.47,23.53,0.69,1010.6,2.54,0.21,6.831
Mangalore,2019-06-30 00:00:00,12.9141,74.856,Possible light rain and humid throughout the day.,0.9263,1.7179,0.8,rain,25.08,31.05,24.14,0.83,1007.7,3.02,0.65,4.405
Mangalore,2018-11-15 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0027,0.0171,0.05,rain,23.04,35.7,21.23,0.63,1009.4,1.9,0.42,7.051
Mangalore,2019-10-19 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,0.6367,1.4703,0.96,rain,23.9,32.1,23.63,0.82,1010.9,2.54,0.6,6.903
Mangalore,2019-03-03 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0014,0.0074,0.04,rain,23.96,32.63,21.11,0.7,1010.5,3.4,0.51,8.749
Mangalore,2019-05-19 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.3721,2.7352,0.54,rain,24.89,33.92,23.73,0.72,1009.8,2.49,0.52,6.258
Mangalore,2019-04-02 00:00:00,12.9141,74.856,Humid throughout the day.,0.0044,0.0364,0.07,rain,23.54,33.63,21.98,0.67,1010.6,2.51,0.38,6.18
Mangalore,2019-09-01 00:00:00,12.9141,74.856,Rain and humid throughout the day.,2.4,4.2403,1,rain,22.87,27.93,22.96,0.88,1010.2,2.23,0.75,3.841
Mangalore,2019-06-18 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.2103,2.7761,0.86,rain,23.93,32.07,23.75,0.81,1008.1,2.98,0.54,6.171
Mangalore,2018-12-16 00:00:00,12.9141,74.856,Overcast throughout the day.,0.0005,0.003,0.02,rain,21.14,30.49,18.06,0.63,1012.5,1.09,0.85,5.655
Mangalore,2019-03-18 00:00:00,12.9141,74.856,Humid throughout the day.,0.003,0.0073,0.07,rain,23.88,33.48,21.97,0.69,1011.2,2.36,0.23,6.658
Mangalore,2018-10-24 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.95,34.83,23.04,0.72,,2.02,0.19,4.505
Mangalore,2018-10-21 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.95,34.66,22.34,0.71,,1.65,0.38,5.394
Mangalore,2018-12-08 00:00:00,12.9141,74.856,Humid throughout the day.,0.0121,0.1104,0.11,rain,24.11,33.89,22.9,0.74,1011.2,1.69,0.71,7.392
Mangalore,2019-01-26 00:00:00,12.9141,74.856,Clear throughout the day.,0.0019,0.0065,0.04,rain,21.04,30.52,18.17,0.64,1014.3,3.01,0.15,6.646
Mangalore,2019-02-01 00:00:00,12.9141,74.856,Partly cloudy throughout the day.,0.0021,0.0062,0.07,rain,23.2,33.28,19.92,0.65,1012.2,2.56,0.39,5.481
Mangalore,2018-11-19 00:00:00,12.9141,74.856,Humid throughout the day.,0.0585,0.309,0.28,rain,24.98,34.7,23.43,0.74,1012.6,1.81,0.32,6.953
Mangalore,2018-09-13 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,22.97,31.79,22.26,0.76,,2.59,0.25,6.96
Mangalore,2019-02-24 00:00:00,12.9141,74.856,Humid throughout the day.,0.0013,0.0042,0.04,rain,21.91,32.57,22.28,0.74,1010.6,2.41,0.27,7.537
Mangalore,2018-08-30 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.95,29.66,23.35,0.85,,2.14,0.61,5.13
Mangalore,2019-08-07 00:00:00,12.9141,74.856,Rain and humid throughout the day.,3.489,5.1834,1,rain,25.14,30.02,24.27,0.81,1007.1,5.85,0.75,4.694
Mangalore,2019-07-05 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,1.4163,2.0241,0.93,rain,25.47,31.23,24.3,0.78,1008,5.77,0.61,7.399
Mangalore,2018-08-08 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,24.6,28.89,23.78,0.84,,3.13,0.74,6.439
Mangalore,2019-07-23 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,1.042,1.7014,1,rain,23.03,26.99,22.93,0.89,1008.5,2.16,0.75,2.985
Mangalore,2019-09-15 00:00:00,12.9141,74.856,"Light rain until morning, starting again in the evening.",0.3153,1.0199,0.86,rain,23.33,29.94,23.2,0.83,1010.4,2.9,0.68,6.477
Mangalore,2019-07-14 00:00:00,12.9141,74.856,Rain and humid throughout the day.,2.0574,4.5495,1,rain,23.14,29.11,22.51,0.85,1010,1.76,0.74,5.097
Mangalore,2018-07-17 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.08,28.73,23.47,0.87,,2.55,0.75,5.034
Mangalore,2018-10-03 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.95,33.66,23.08,0.8,,2.77,0.74,6.003
Mangalore,2019-03-12 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0006,0.0041,0.03,rain,23.89,33.57,22.08,0.7,1013,2.85,0.22,6.78
Mangalore,2019-08-17 00:00:00,12.9141,74.856,Possible light rain and humid throughout the day.,0.3279,0.8263,0.93,rain,24.11,29,23.52,0.87,1009.9,1.42,0.75,3.704
Mangalore,2019-07-12 00:00:00,12.9141,74.856,"Light rain until night, starting again in the afternoon.",0.5545,2.4842,0.88,rain,23.03,31.07,23.03,0.8,1011.4,1.74,0.63,6.842
Mangalore,2019-05-23 00:00:00,12.9141,74.856,Humid throughout the day.,0.0184,0.1329,0.18,rain,26.76,34.87,23.74,0.67,1009.5,2.32,0.35,6.377
Mangalore,2019-03-10 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0297,0.1817,0.18,rain,25.91,32.88,22.3,0.69,1013.6,2.73,0.4,6.78
Mangalore,2019-06-19 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,1.5968,2.3925,0.95,rain,23.82,28.1,23.19,0.85,1008.8,1.69,0.65,4.583
Mangalore,2018-08-25 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,22.95,29.92,22.99,0.85,,2.03,0.71,5.421
Mangalore,2018-10-11 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,26.04,32.78,24.69,0.79,,1.7,0.34,4.336
Mangalore,2019-03-31 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0075,0.0275,0.14,rain,25.68,34.49,23.1,0.7,1011.9,2.07,0.31,6.412
Mangalore,2019-09-27 00:00:00,12.9141,74.856,Humid throughout the day.,0.0184,0.1004,0.18,rain,24.05,32.08,23.72,0.78,1013.2,1.43,0.34,6.298
Mangalore,2019-05-01 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.002,0.0065,0.05,rain,24.96,33.76,22.72,0.68,1008.4,2.18,0.41,6.092
Mangalore,2019-07-02 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,1.1147,1.3956,0.94,rain,25.89,30.97,24.47,0.79,1008.7,4.21,0.56,7.322
Mangalore,2018-09-29 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,,,,,24.02,32.78,23.69,0.79,,2.02,0.5,6.485
Mangalore,2018-11-25 00:00:00,12.9141,74.856,Humid throughout the day.,0.0071,0.118,0.11,rain,24.06,33.56,23.1,0.75,1011.7,1.8,0.28,4.135
Mangalore,2019-10-09 00:00:00,12.9141,74.856,Humid throughout the day.,0.1784,0.5992,0.61,rain,23.94,33.13,23.09,0.73,1010.3,2.66,0.21,7.387
Mangalore,2019-06-12 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.7278,2.7684,0.99,rain,23.91,27.98,23.83,0.88,1008.8,2.82,0.77,4.595
Mangalore,2019-02-10 00:00:00,12.9141,74.856,Humid throughout the day.,0.0915,0.7249,0.12,rain,23.94,33.61,20.74,0.65,1013.8,1.93,0.19,7.584
Mangalore,2018-12-17 00:00:00,12.9141,74.856,Partly cloudy throughout the day.,0.0012,0.0073,0.03,rain,19.92,33.69,17.06,0.62,1012.5,2.18,0.5,5.739
Mangalore,2018-11-30 00:00:00,12.9141,74.856,Humid throughout the day.,0.0078,0.0474,0.11,rain,24.09,34.47,22.52,0.71,1011.6,1.4,0.21,7.256
Mangalore,2019-03-04 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0012,0.0053,0.02,rain,23.01,32.7,20.87,0.67,1010.8,3.37,0.43,8.787
Mangalore,2019-10-13 00:00:00,12.9141,74.856,Rain overnight.,0.2328,1.1356,0.72,rain,24.87,34.03,23.84,0.75,1010.8,3.07,0.42,6.628
Mangalore,2019-06-20 00:00:00,12.9141,74.856,Rain and humid throughout the day.,2.3105,4.4667,0.98,rain,24.17,28.96,23.16,0.84,1008.1,2.13,0.68,6.169
Mangalore,2018-12-30 00:00:00,12.9141,74.856,Clear throughout the day.,0.0043,0.0291,0.06,rain,22.26,33.51,19.11,0.62,1015.2,2.46,0.19,6.161
Mangalore,2018-09-25 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,23.1,31.66,23.08,0.8,,2.52,0.6,6.572
Mangalore,2019-09-03 00:00:00,12.9141,74.856,Rain and humid throughout the day.,2.237,4.3185,0.98,rain,23.2,26.95,22.96,0.88,1008.6,2.67,0.75,4.054
Mangalore,2018-11-06 00:00:00,12.9141,74.856,Humid throughout the day.,0.0247,0.1403,0.07,rain,25.16,34.49,23.25,0.71,1011.7,2.18,0.23,7.004
Mangalore,2019-04-15 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.001,0.0035,0.07,rain,26.08,34.63,24.22,0.7,1010.6,3.01,0.33,6.009
Mangalore,2019-02-19 00:00:00,12.9141,74.856,Clear throughout the day.,0.0152,0.1308,0.06,rain,23.72,34.62,19.93,0.63,1013.5,2.83,0.15,7.4
Mangalore,2019-03-22 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0048,0.0322,0.07,rain,24.66,33.69,22.21,0.68,1012.2,2.08,0.26,6.526
Mangalore,2019-02-06 00:00:00,12.9141,74.856,Partly cloudy throughout the day.,0.0091,0.0423,0.1,rain,25.07,32.56,21.24,0.67,1012.5,3.18,0.41,7.138
Mangalore,2019-06-25 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,1.1164,1.2963,0.95,rain,24.19,29.91,23.61,0.86,1009.3,2.53,0.7,4.529
Mangalore,2019-01-16 00:00:00,12.9141,74.856,Clear throughout the day.,0.0011,0.0041,0.04,rain,19.91,33.51,16.05,0.55,1011.9,2.87,0.12,6.004
Mangalore,2018-12-24 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0877,0.2641,0.32,rain,24.95,33.43,23.38,0.75,1012.6,1.65,0.49,5.797
Mangalore,2019-05-04 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0015,0.0069,0.05,rain,25.96,33.75,22.3,0.64,1012.1,3.65,0.26,7.167
Mangalore,2019-08-10 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,1.3133,2.1789,0.98,rain,21.2,28.81,22.53,0.87,1009.5,2.01,0.64,4.849
Mangalore,2019-04-23 00:00:00,12.9141,74.856,Humid throughout the day.,0.0087,0.054,0.07,rain,25.67,35.47,23.86,0.7,1009.3,2.72,0.23,6.75
Mangalore,2019-03-28 00:00:00,12.9141,74.856,Humid throughout the day.,0.0324,0.0658,0.2,rain,26.18,33.61,23.46,0.68,1011.4,2.25,0.32,6.135
Mangalore,2019-02-20 00:00:00,12.9141,74.856,Humid throughout the day.,0.0006,0.0021,0.02,rain,23.92,35.51,19.85,0.62,1015,2.92,0.17,7.211
Mangalore,2019-10-20 00:00:00,12.9141,74.856,Rain and humid throughout the day.,0.4565,1.5877,0.99,rain,22.93,27.99,22.74,0.84,1010.6,3.04,0.75,5.919
Mangalore,2018-07-10 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.08,29.71,24.04,0.88,,4.32,0.75,4.829
Mangalore,2018-09-11 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,,,,,24.6,30.78,22.13,0.74,,2.42,0.43,6.613
Mangalore,2018-11-23 00:00:00,12.9141,74.856,Possible light rain overnight and in the morning.,0.1165,0.4398,0.73,rain,22.91,32.46,23.22,0.79,1014.8,1.91,0.6,5.872
Mangalore,2018-11-01 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.1,33.81,23.39,0.73,,1.59,0.19,5.026
Mangalore,2019-07-03 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,1.2626,2.1324,0.94,rain,25.42,30.31,24.67,0.81,1008.8,4.52,0.46,6.577
Mangalore,2019-02-26 00:00:00,12.9141,74.856,Partly cloudy throughout the day.,0.0011,0.0041,0.03,rain,22.79,32.73,20.28,0.66,1010.2,2.96,0.26,6.395
Mangalore,2019-02-17 00:00:00,12.9141,74.856,Partly cloudy throughout the day.,0.0008,0.0037,0.02,rain,21.8,33.41,19.16,0.64,1011.6,2.78,0.27,7.743
Mangalore,2018-11-20 00:00:00,12.9141,74.856,Humid throughout the day.,0.0397,0.2426,0.23,rain,25.11,33.48,23.86,0.77,1011.8,1.96,0.3,5.507
Mangalore,2018-09-02 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.02,29.81,22.9,0.8,,2.37,0.41,5.569
Mangalore,2018-12-21 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0012,0.0042,0.06,rain,22.94,33.46,20.93,0.69,1011.7,1.73,0.25,6.481
Mangalore,2019-04-16 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0027,0.0136,0.1,rain,26.01,34.69,23.81,0.69,1010.9,3.43,0.34,8.958
Mangalore,2019-03-19 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.001,0.0053,0.07,rain,24.81,34.1,21.52,0.66,1010.8,2.52,0.23,6.79
Mangalore,2019-03-16 00:00:00,12.9141,74.856,Humid throughout the day.,0.0023,0.0168,0.03,rain,23.97,32.66,22.38,0.7,1012.5,2.58,0.19,6.829
Mangalore,2019-06-15 00:00:00,12.9141,74.856,Possible drizzle overnight.,0.3173,0.6928,0.6,rain,25.92,33.24,24.67,0.77,1009.8,2.45,0.44,6.93
Mangalore,2018-10-31 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.95,33.66,22.65,0.73,,1.21,,5.786
Mangalore,2019-04-04 00:00:00,12.9141,74.856,Humid throughout the day.,0.0048,0.0345,0.04,rain,26.9,35.47,24.15,0.69,1012.8,2.76,0.23,6.854
Mangalore,2019-01-30 00:00:00,12.9141,74.856,Clear throughout the day.,0.0004,0.0041,0.01,rain,22.06,33.41,19.88,0.66,1012.8,2.07,0.11,6.374
Mangalore,2018-09-30 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.1,33.68,24.3,0.79,,2.52,0.31,5.916
Mangalore,2019-03-07 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0009,0.0032,0.03,rain,21.8,32.4,20.8,0.7,1011.8,2.72,0.43,5.982
Mangalore,2019-07-26 00:00:00,12.9141,74.856,"Possible light rain until morning, starting again in the evening.",0.3705,0.7627,0.74,rain,23.01,30,23.33,0.84,1009.9,1.84,0.58,4.522
Mangalore,2018-12-18 00:00:00,12.9141,74.856,Clear throughout the day.,0.001,0.003,0.05,rain,21.03,32.39,17.85,0.62,1012.5,2.25,0,6.613
Mangalore,2019-05-08 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0101,0.028,0.12,rain,26.26,33.65,21.83,0.63,1010.2,3.32,0.34,7.784
Mangalore,2019-06-14 00:00:00,12.9141,74.856,Heavy rain and humid throughout the day.,3.1561,28.606,0.95,rain,25.09,31.96,25.14,0.83,1009.2,2.87,0.57,5.474
Mangalore,2019-10-21 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.5225,3.8563,1,rain,23.13,30.93,22.91,0.81,1010,3.05,0.7,5.963
Mangalore,2019-06-09 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.6958,3.5176,0.98,rain,25.22,29.81,23.42,0.81,1005.7,4.53,0.71,5.993
Mangalore,2019-02-02 00:00:00,12.9141,74.856,Humid and overcast throughout the day.,0.0017,0.0072,0.04,rain,22.05,32.42,19.65,0.65,1012.9,2.49,0.74,6.439
Mangalore,2018-10-18 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,,,,,24.02,32.73,22.96,0.76,,2.04,0.37,7.482
Mangalore,2018-12-31 00:00:00,12.9141,74.856,Clear throughout the day.,0.0009,0.0021,0.05,rain,21.18,34.26,15.93,0.53,1015.5,3.14,0.02,7.134
Mangalore,2019-08-12 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.6723,3.3346,0.99,rain,23.98,26.03,23.12,0.9,1009.2,1.19,0.78,2.731
Mangalore,2019-08-16 00:00:00,12.9141,74.856,"Possible drizzle until morning, starting again in the evening.",0.2133,0.4735,0.82,rain,23.2,29.81,23.49,0.86,1009.3,0.89,0.75,5.278
Mangalore,2018-11-26 00:00:00,12.9141,74.856,Humid throughout the day.,0.0013,0.0052,0.06,rain,23.17,34.47,21.74,0.7,1011.8,1.93,0.12,4.414
Mangalore,2018-08-14 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,24.02,28.74,23.82,0.86,,5.51,0.75,4.351
Mangalore,2018-08-05 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,26.04,29.73,23.3,0.78,,4.52,0.68,6.743
Mangalore,2019-03-08 00:00:00,12.9141,74.856,Humid throughout the day.,0.002,0.0105,0.01,rain,24.84,33.66,21.26,0.66,1012.9,3.03,0.21,8.018
Mangalore,2019-04-05 00:00:00,12.9141,74.856,Humid throughout the day.,0.0133,0.0868,0.11,rain,26.03,34.64,23.52,0.69,1012,3.38,0.3,8.286
Mangalore,2019-04-17 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0052,0.0375,0.07,rain,25.71,36.26,23.43,0.67,1010,3.73,0.47,10.695
Mangalore,2019-09-14 00:00:00,12.9141,74.856,Humid throughout the day.,0.1155,1.199,0.61,rain,23.94,30.15,23.55,0.83,1011.2,2.3,0.59,4.756
Mangalore,2018-11-05 00:00:00,12.9141,74.856,Humid throughout the day.,0.0595,0.2142,0.22,rain,25,34.94,23.33,0.72,1011.7,2.19,0.25,6.698
Mangalore,2018-08-02 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.95,29.73,23.64,0.83,,3.3,0.72,6.143
Mangalore,2019-01-22 00:00:00,12.9141,74.856,Partly cloudy throughout the day.,0.0009,0.0041,0.03,rain,21.18,33.38,18.81,0.64,1013.4,3.13,0.29,6.332
Mangalore,2019-04-03 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0026,0.0079,0.06,rain,26.02,34.85,23.83,0.69,1012.3,2.43,0.3,6.423
Mangalore,2018-11-08 00:00:00,12.9141,74.856,Humid throughout the day.,0.0008,0.0037,0.02,rain,23.03,33.65,21.78,0.69,1010.3,1.74,0.1,6.882
Mangalore,2019-05-29 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0354,0.0858,0.21,rain,28.27,35.04,24.1,0.68,1007,3.04,0.38,7.466
Mangalore,2019-01-05 00:00:00,12.9141,74.856,Clear throughout the day.,0.003,0.0063,0.07,rain,18.93,32.46,18.49,0.66,1013.2,2.43,0.09,6.96
Mangalore,2018-11-03 00:00:00,12.9141,74.856,Humid throughout the day.,0.1938,0.5811,0.45,rain,24.96,33.83,23.31,0.73,1011.1,2.29,0.37,8.075
Mangalore,2018-07-22 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,25.09,28.89,23.95,0.84,,4.33,0.65,5.829
Mangalore,2019-01-03 00:00:00,12.9141,74.856,Clear throughout the day.,0.0006,0.0036,0.02,rain,20.16,34.49,13.66,0.48,1014.9,2.38,0.03,7.459
Mangalore,2018-08-28 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.02,28.74,23.47,0.85,,2.7,0.67,5.394
Mangalore,2019-01-24 00:00:00,12.9141,74.856,Partly cloudy throughout the day.,0.0007,0.0021,0.03,rain,23.1,30.56,20.12,0.69,1013.5,3.03,0.23,6.481
Mangalore,2018-11-16 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0028,0.0162,0.09,rain,25.99,32.63,21.79,0.66,1009.7,2.37,0.42,6.081
Mangalore,2018-12-13 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0016,0.0076,0.06,rain,22.13,32.49,19.98,0.66,1012.7,1.96,0.35,6.439
Mangalore,2019-04-24 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0014,0.0057,0.07,rain,26.76,34.62,24.35,0.71,1009.7,2.69,0.35,6.754
Mangalore,2019-06-29 00:00:00,12.9141,74.856,Possible light rain and humid throughout the day.,1.0772,1.8161,0.9,rain,25.2,30.84,23.97,0.78,1008.7,4.78,0.65,5.802
Mangalore,2019-02-04 00:00:00,12.9141,74.856,Humid throughout the day.,0.0094,0.0862,0.06,rain,23.93,34.01,20.39,0.63,1014.2,2.12,0.25,7.164
Mangalore,2018-07-27 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,26.04,29.73,24.3,0.82,,4.39,0.65,6.004
Mangalore,2019-08-24 00:00:00,12.9141,74.856,Possible light rain until afternoon.,0.368,1.2279,0.87,rain,21.89,29.92,22.53,0.81,1009.8,2.38,0.68,6.432
Mangalore,2019-03-06 00:00:00,12.9141,74.856,Humid throughout the day.,0.0008,0.0042,0.02,rain,22.14,31.32,20.29,0.7,1010.3,3.49,0.13,9.27
Mangalore,2018-07-15 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,22.77,29.71,23.6,0.83,,4.73,0.74,5.651
Mangalore,2019-03-26 00:00:00,12.9141,74.856,Humid throughout the day.,0.0154,0.1241,0.09,rain,26.15,34.7,22.57,0.66,1013.8,2.68,0.26,7.647
Mangalore,2019-06-17 00:00:00,12.9141,74.856,"Possible light rain until night, starting again in the afternoon.",0.6384,1.5963,0.74,rain,24.94,32.11,24.36,0.81,1009.3,2.68,0.52,5.778
Mangalore,2018-10-27 00:00:00,12.9141,74.856,Clear throughout the day.,,,,,21.96,34.76,19.13,0.62,,1.88,,6.265
Mangalore,2019-09-04 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.8848,3.981,0.98,rain,24.03,29.13,23.28,0.86,1008.9,3.76,0.75,4.642
